year,is_challengeABS_overturned,original_isStrike_ump,sz_challenge_prob,sz_challenge_prob_gain,sz_challenge_prob_lost,chal_gained,chal_lost,player_at_bat,edge_dist_calc,batter_name,bat_side,bat_team_id,fld_team_id,is_strike3_removed,is_ball4_added,game_pk,play_id,game_date,pitcher,pitcher_name,fielder_2,catcher_name,challenging_player_id,pre_ball_count,pre_strike_count,event_inning,outs,bat_score,fld_score,strikeZoneTop,strikeZoneBottom,widthinches,plateX,plateZ,plate_X,plate_Z,is_challengeABS_reasonable_attempt,sz_challenge_runs,sz_challenge_overturned_runs,sz_challenge_lost_runs,id,player_team,opp_team,name,is_strikeout_overturn,is_walk_overturn,is_strikeout_overturn_against,is_strikeout_or_walk_overturn,is_walk_overturn_against,is_strikeout_or_walk_overturn_against,batter_name_flipped,catcher_name_flipped,pitcher_name_flipped,level,levelCode,player_team_abbr,opp_team_abbr,player_parent_team,opp_parent_team,bat_team_abbr,fld_team_abbr,against,team_summary_mode,player_play_key,challenge_team_id,challenge_team_abbr,challenge_team_name,challenge_side,challenger_name,bases,base_state,balls,strikes,inning,half,pitch_start_time,original_call,corrected_call,actual_call,wp_original_call,wp_overturned_call,wp_actual_call,wpa_if_overturned,direct_wpa,option_wpa_if_failed,option_wpa_proxy,total_xwpa,risk_adjusted_xwpa,breakeven_overturn_prob,challenge_losses_before,challenge_losses_after,challenge_loss_limit,remaining_challenge_losses_before,exhausted_after
2026,1,0,0.6173875027473885,0.6173875027473885,0,0.3826124972526115,0,686948,-3.524967881494507,"Baldwin, Drake",L,144,120,0,0,822745,ca668b9e-d799-3ee8-8cb1-86071fe8f6f8,2026-04-23T00:00:00.000Z,676917,"Cavalli, Cade",660688,"Ruiz, Keibert",660688,2,1,5,0,2,2,3.206,1.618,17,-0.535419343208791,2.924697517503341,-0.535419343208791,2.924697517503341,1,0.30118564350488086,0.30118564350488086,0,120,120,144,120,0,0,0,0,0,0,Drake Baldwin,Keibert Ruiz,Cade Cavalli,,Major League Baseball,WSH,ATL,,,ATL,WSH,False,catcher-for,120_ca668b9e-d799-3ee8-8cb1-86071fe8f6f8,120,WSH,Washington Nationals,fielding,Keibert Ruiz,1,1B--,2,1,5,Top,2026-04-23T18:09:02.436Z,Ball,Strike,Strike,0.42572856045383156,0.45714835436097045,0.45714835436097045,0.03141979390713889,0.03141979390713889,-0.022600000000000002,0.0,0.03141979390713889,0.03141979390713889,0.41836516516241906,0,0,2,2,False
2026,0,1,0.09483091446992638,0,0.09483091446992638,0,0.9051690855300736,695578,-0.9420805089048088,"Wood, James",L,120,144,0,0,822745,2b485e19-9786-34ec-8a07-a7e9325e2072,2026-04-23T00:00:00.000Z,702275,"Ritchie, JR",686948,"Baldwin, Drake",695578,3,1,5,2,2,2,3.489,1.761,17,-0.7506599575912658,2.854128499238363,-0.7506599575912658,2.854128499238363,0,-0.226,0,0.226,120,120,144,120,0,0,0,0,0,0,James Wood,Drake Baldwin,JR Ritchie,,Major League Baseball,WSH,ATL,,,WSH,ATL,False,batter-for,120_2b485e19-9786-34ec-8a07-a7e9325e2072,120,WSH,Washington Nationals,batting,James Wood,0,---,3,1,5,Bot,2026-04-23T18:20:31.809Z,Strike,Ball,Strike,0.5178390685786218,0.5312896517453348,0.5178390685786218,0.013450583166712993,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.6268969324431768,0,1,2,2,False
2026,1,0,0.1667949857201137,0.1667949857201137,0,0.8332050142798864,0,682928,-1.2005824258360143,"Abrams, CJ",L,120,144,0,0,822745,1c57f338-eeab-3a45-b836-bb3cfbad1179,2026-04-23T00:00:00.000Z,702275,"Ritchie, JR",686948,"Baldwin, Drake",686948,0,0,1,2,1,0,3.223,1.626,17,0.7291181311803321,1.7646386119050126,0.7291181311803321,1.7646386119050126,1,0.028053158530065847,0.028053158530065847,0,144,144,120,144,0,0,0,0,0,0,CJ Abrams,Drake Baldwin,JR Ritchie,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_1c57f338-eeab-3a45-b836-bb3cfbad1179,144,ATL,Atlanta Braves,fielding,Drake Baldwin,0,---,0,0,1,Bot,2026-04-23T17:17:11.289Z,Ball,Strike,Strike,0.38613093523696285,0.3888494406058896,0.3888494406058896,0.00271850536892676,0.00271850536892676,-0.022600000000000002,0.0,0.00271850536892676,0.00271850536892676,0.892627731008831,0,0,2,2,False
2026,1,0,0.3202005444451078,0.3202005444451078,0,0.6797994555548922,0,677588,-2.0771158548328756,"Tena, Jose",L,120,144,0,0,822745,0ab26ac2-1d2a-3829-829d-e940605275d3,2026-04-23T00:00:00.000Z,702275,"Ritchie, JR",686948,"Baldwin, Drake",686948,0,1,4,0,1,2,3.14,1.585,17,-0.5790250421382145,1.637259654569406,-0.5790250421382145,1.637259654569406,1,0.0828588345785532,0.0828588345785532,0,144,144,120,144,0,0,0,0,0,0,Jose Tena,Drake Baldwin,JR Ritchie,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_0ab26ac2-1d2a-3829-829d-e940605275d3,144,ATL,Atlanta Braves,fielding,Drake Baldwin,0,---,0,1,4,Bot,2026-04-23T17:58:52.409Z,Ball,Strike,Strike,0.5752103634075707,0.5860116697997844,0.5860116697997844,0.010801306392213661,0.010801306392213661,-0.022600000000000002,0.0,0.010801306392213661,0.010801306392213661,0.6766202415743953,0,0,2,2,False
2026,1,0,0.752036153088375,0.752036153088375,0,0.24796384691162499,0,695578,-2.322647702831455,"Wood, James",L,120,144,0,0,822745,cadaac3b-59c6-3ff5-9eea-f42c45b0fe7f,2026-04-23T00:00:00.000Z,702275,"Ritchie, JR",686948,"Baldwin, Drake",686948,3,2,5,2,2,2,3.489,1.761,17,0.5621312853515983,1.8337206419026213,0.5621312853515983,1.8337206419026213,1,0.2286627399825109,0.2286627399825109,0,144,144,120,144,1,1,0,2,0,0,James Wood,Drake Baldwin,JR Ritchie,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_cadaac3b-59c6-3ff5-9eea-f42c45b0fe7f,144,ATL,Atlanta Braves,fielding,Drake Baldwin,0,---,3,2,5,Bot,2026-04-23T18:20:59.421Z,Ball,Strike,Strike,0.4687103482546653,0.5,0.5,0.03128965174533471,0.03128965174533471,-0.022600000000000002,0.0,0.03128965174533471,0.03128965174533471,0.41937550657778205,0,0,2,2,False
2026,1,0,0.7910644049854872,0.7910644049854872,0,0.20893559501451275,0,695578,-2.0851481777627257,"Wood, James",L,120,144,0,0,822745,9d0fe472-f2e9-389f-8a98-e0da84c977b4,2026-04-23T00:00:00.000Z,669276,"Lee, Dylan",686948,"Baldwin, Drake",686948,3,2,8,1,2,6,3.489,1.761,17,0.30386981728890505,1.8139290148135605,0.30386981728890505,1.8139290148135605,1,0.42876497714340145,0.42876497714340145,0,144,144,120,144,1,1,0,2,0,0,James Wood,Drake Baldwin,Dylan Lee,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_9d0fe472-f2e9-389f-8a98-e0da84c977b4,144,ATL,Atlanta Braves,fielding,Drake Baldwin,0,---,3,2,8,Bot,2026-04-23T19:20:28.704Z,Ball,Strike,Strike,0.9547860950976437,0.9805926511735158,0.9805926511735158,0.025806556075872122,0.025806556075872122,-0.022600000000000002,0.0,0.025806556075872122,0.025806556075872122,0.46687890715829705,0,0,2,2,False
2026,0,0,0.1792405587087636,0,0.1792405587087636,0,0.8207594412912365,660670,0.09196355461399364,"Acuna Jr., Ronald",R,144,120,0,0,822747,453c5f94-d27a-3457-95e7-7c096183e1a9,2026-04-21T00:00:00.000Z,656492,"Griffin, Foster",686452,"Millas, Drew",686452,2,2,1,0,0,0,3.201,1.615,17,0.8368302962178327,2.928554838764608,0.8368302962178327,2.928554838764608,0,-0.226,0,0.226,120,120,144,120,0,0,0,0,0,0,Ronald Acuna Jr.,Drew Millas,Foster Griffin,,Major League Baseball,WSH,ATL,,,ATL,WSH,False,catcher-for,120_453c5f94-d27a-3457-95e7-7c096183e1a9,120,WSH,Washington Nationals,fielding,Drew Millas,0,---,2,2,1,Top,2026-04-21T22:47:19.163Z,Ball,Strike,Ball,0.4963475593882448,0.5220614775645088,0.4963475593882448,0.025713918176264006,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.4677741084369987,0,1,2,2,False
2026,1,1,0.11066880925170812,0.11066880925170812,0,0.8893311907482919,0,695578,2.9832377558342547,"Wood, James",L,120,144,0,0,822747,54f7bd24-2a2c-32e3-9d7f-db8962c62738,2026-04-21T00:00:00.000Z,625643,"Lopez, Reynaldo",641680,"Heim, Jonah",695578,1,0,1,0,0,0,3.489,1.761,17,-0.5847022313496933,1.3915635203471455,-0.5847022313496933,1.3915635203471455,1,0.13086339234715488,0.13086339234715488,0,120,120,144,120,0,0,0,0,0,0,James Wood,Jonah Heim,Reynaldo Lopez,,Major League Baseball,WSH,ATL,,,WSH,ATL,False,batter-for,120_54f7bd24-2a2c-32e3-9d7f-db8962c62738,120,WSH,Washington Nationals,batting,James Wood,0,---,1,0,1,Bot,2026-04-21T22:52:14.254Z,Strike,Ball,Ball,0.5462808054177993,0.5602504593094968,0.5602504593094968,0.013969653891697464,0.013969653891697464,-0.022600000000000002,0.0,0.013969653891697464,0.013969653891697464,0.6179987392533391,1,1,2,1,False
2026,0,0,0.10538336318790904,0,0.10538336318790904,0,0.8946166368120909,643289,0.23625252921930517,"Dubon, Mauricio",R,144,120,0,0,822747,98755b99-55f8-38a2-8d2b-b90afbcdd926,2026-04-21T00:00:00.000Z,672335,"Perez, Cionel",686452,"Millas, Drew",686452,0,0,8,2,4,8,3.171,1.6,17,-0.8488543774349421,1.7987016544235188,-0.8488543774349421,1.7987016544235188,0,-0.226,0,0.226,120,120,144,120,0,0,0,0,0,0,Mauricio Dubon,Drew Millas,Cionel Perez,,Major League Baseball,WSH,ATL,,,ATL,WSH,False,catcher-for,120_98755b99-55f8-38a2-8d2b-b90afbcdd926,120,WSH,Washington Nationals,fielding,Drew Millas,2,-2B-,0,0,8,Top,2026-04-22T01:21:34.622Z,Ball,Strike,Ball,0.9762296346410042,0.9786825189776729,0.9762296346410042,0.0024528843366686814,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.9020917390705981,1,2,2,1,True
2026,0,1,0.2766739056931485,0,0.2766739056931485,0,0.7233260943068516,660670,-0.9711273751226557,"Acuna Jr., Ronald",R,144,120,0,0,822747,b454aeb4-fa3d-3120-a588-45df7be9a510,2026-04-21T00:00:00.000Z,656492,"Griffin, Foster",686452,"Millas, Drew",660670,3,2,1,0,0,0,3.201,1.615,17,0.7482393854064453,2.3244250663085397,0.7482393854064453,2.3244250663085397,1,-0.226,0,0.226,144,144,120,144,0,0,0,0,0,0,Ronald Acuna Jr.,Drew Millas,Foster Griffin,,Major League Baseball,ATL,WSH,,,ATL,WSH,False,batter-for,144_b454aeb4-fa3d-3120-a588-45df7be9a510,144,ATL,Atlanta Braves,batting,Ronald Acuna Jr.,0,---,3,2,1,Top,2026-04-21T22:48:02.212Z,Strike,Ball,Strike,0.4779385224354914,0.5353969630122427,0.4779385224354914,0.05745844057675131,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.28229378235682195,0,1,2,2,False
2026,1,1,0.07540287617079315,0.07540287617079315,0,0.9245971238292069,0,643289,1.9079669025928343,"Dubon, Mauricio",R,144,120,0,0,822747,03c3a0bb-8ca2-3b65-87e9-cb67021b6fab,2026-04-21T00:00:00.000Z,656492,"Griffin, Foster",686452,"Millas, Drew",643289,0,0,2,2,0,3,3.171,1.6,17,-0.3212985044926002,1.3201694247839306,-0.3212985044926002,1.3201694247839306,1,0.028053158530065847,0.028053158530065847,0,144,144,120,144,0,0,0,0,0,0,Mauricio Dubon,Drew Millas,Foster Griffin,,Major League Baseball,ATL,WSH,,,ATL,WSH,False,batter-for,144_03c3a0bb-8ca2-3b65-87e9-cb67021b6fab,144,ATL,Atlanta Braves,batting,Mauricio Dubon,0,---,0,0,2,Top,2026-04-21T23:17:44.441Z,Strike,Ball,Ball,0.1858182820125514,0.18848148454425906,0.18848148454425906,0.0026632025317076535,0.0026632025317076535,-0.022600000000000002,0.0,0.0026632025317076535,0.0026632025317076535,0.8945817527146415,1,1,2,1,False
2026,0,1,0.20040089938852698,0,0.20040089938852698,0,0.799599100611473,678554,-1.2132079565733793,"Mead, Curtis",R,120,144,0,0,822748,f144875c-92d3-39e7-83bd-d73329a4a037,2026-04-22T00:00:00.000Z,527048,"Perez, Martin",641680,"Heim, Jonah",678554,2,2,4,1,4,8,3.247,1.639,17,0.542552857483053,1.6192673297144484,0.542552857483053,1.6192673297144484,1,-0.226,0,0.226,120,120,144,120,0,0,0,0,0,0,Curtis Mead,Jonah Heim,Martin Perez,,Major League Baseball,WSH,ATL,,,WSH,ATL,False,batter-for,120_f144875c-92d3-39e7-83bd-d73329a4a037,120,WSH,Washington Nationals,batting,Curtis Mead,0,---,2,2,4,Bot,2026-04-23T00:00:43.748Z,Strike,Ball,Strike,0.1107781352701461,0.12861528335203382,0.1107781352701461,0.017837148081887716,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.5588920354678231,0,1,2,2,False
2026,0,0,0.023909861059342855,0,0.023909861059342855,0,0.9760901389406571,696285,1.6212970470359949,"Young, Jacob",R,120,144,0,0,822748,1850cf58-8fb5-34c9-b39d-c99aee4a90fd,2026-04-22T00:00:00.000Z,800311,"Fuentes, Didier",641680,"Heim, Jonah",641680,0,0,1,2,3,1,3.188,1.609,17,0.9642747539196661,2.575437134227169,0.9642747539196661,2.575437134227169,0,-0.226,0,0.226,144,144,120,144,0,0,0,0,0,0,Jacob Young,Jonah Heim,Didier Fuentes,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_1850cf58-8fb5-34c9-b39d-c99aee4a90fd,144,ATL,Atlanta Braves,fielding,Jonah Heim,0,---,0,0,1,Bot,2026-04-22T23:03:59.347Z,Ball,Strike,Ball,0.2933546521005979,0.2955996784263478,0.2933546521005979,0.0022450263257499103,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.9096388026997936,0,1,2,2,False
2026,0,0,0.13505356012768302,0,0.13505356012768302,0,0.864946439872317,686894,0.09767421849605817,"Wiemer, Joey",R,120,144,0,0,822748,a9d7d6a3-caf3-330b-ac5b-af6c81a394ee,2026-04-22T00:00:00.000Z,641755,"Kinley, Tyler",641680,"Heim, Jonah",641680,1,1,8,1,6,8,3.383,1.707,17,0.5698424825793517,1.5780271484586619,0.5698424825793517,1.5780271484586619,0,-0.226,0,0.226,144,144,120,144,0,0,0,0,0,0,Joey Wiemer,Jonah Heim,Tyler Kinley,,Major League Baseball,ATL,WSH,,,WSH,ATL,False,catcher-for,144_a9d7d6a3-caf3-330b-ac5b-af6c81a394ee,144,ATL,Atlanta Braves,fielding,Jonah Heim,0,---,1,1,8,Bot,2026-04-23T00:58:52.437Z,Ball,Strike,Ball,0.8727084107520932,0.8859290249341263,0.8727084107520932,0.01322061418203313,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.6309216219786563,1,2,2,1,True
2026,0,1,0.0831096209999116,0,0.0831096209999116,0,0.9168903790000884,695578,-1.1516302593921104,"Wood, James",L,120,137,0,0,822750,34c1116b-6a99-3f35-9cd9-8073f2bb0b23,2026-04-19T00:00:00.000Z,592662,"Ray, Robbie",672275,"Bailey, Patrick",695578,1,1,3,0,0,0,3.489,1.761,17,-0.7331974783839907,2.4574774995314588,-0.7331974783839907,2.4574774995314588,0,-0.226,0,0.226,120,120,137,120,0,0,0,0,0,0,James Wood,Patrick Bailey,Robbie Ray,,Major League Baseball,WSH,SF,,,WSH,SF,False,batter-for,120_34c1116b-6a99-3f35-9cd9-8073f2bb0b23,120,WSH,Washington Nationals,batting,James Wood,1,1B--,1,1,3,Bot,2026-04-19T18:27:17.088Z,Strike,Ball,Strike,0.5821237121542787,0.5995426690721745,0.5821237121542787,0.017418956917895745,0.0,-0.022600000000000002,-0.022600000000000002,0.0,-0.022600000000000002,0.5647323603752824,0,1,2,2,False
